Date,RELIANCE_BO,TCS_BO,HDFCBANK_BO,HINDUNILVR_BO,INFY_BO,KOTAKBANK_BO,ICICIBANK_BO,LT_BO,AXISBANK_BO,SBIN_BO,GOOGL,AAPL,AMZN,MSFT,NVDA,ADBE,NFLX,TSLA,ORCL,CSCO,Sensex
2019-01-02,,,,,,,,,,,,,,,,,,,,,
2019-01-03,-0.008880994671403242,0.001522322527066855,0.010362694300518172,-0.012630422844590927,0.010590015128593144,-0.004515864847389861,0.0017955632499568885,-0.004278779276656319,0.005634256167454055,0.007912478463015571,0.022848521166073388,-0.07043710830331706,0.037407880479070954,0.005524815725794996,0.02411201707900479,0.004410900843754062,0.04211668265638058,0.0029401892948397457,0.0060701542388121865,0.0004730477374910169,-0.006629018458894964
2019-01-04,-0.007123612161178294,0.002935151482928111,-0.008857808857808847,-0.007786429365962189,0.004341353913267287,0.00032117576400048087,0.006480094148812787,-0.011297510588084814,-0.005922862389516115,-0.01536664776925023,-0.007718928191602581,0.003819996305588269,0.0065722782967851945,-0.0037961764156890787,-0.02130197315004989,-0.004708477553111323,0.043227210022595663,-0.0032573723993113424,0.01385472473485505,-0.010638316100611167,-0.008993369436455012
2019-01-07,-0.00907003148346408,-0.006532532009406844,-0.0069849941939087445,0.004484304932735439,0.00029803422954066683,-0.009069787789304673,-0.009589041095890427,-0.017875920084121977,-0.017713365539452464,-0.0032231118135072068,0.036842038246205355,0.028852128998583026,0.04726145625893596,0.019253892353008784,0.057736348080310584,0.0459879948087909,0.07173265528042427,0.05137256643580579,0.034383985232908865,0.02413386315545596,0.009827323396272902
2019-01-08,0.006511861943590658,-0.0052077982188651895,0.0065841589310846604,-0.0009207725524902344,-0.006183822872714129,0.014012675498324523,0.018810477988848717,-0.0007137758743754885,0.026065613793545106,0.024506509551337485,0.004653212868837686,0.005783460847352373,0.03893123817303645,0.01377411977849241,0.05913359163470222,0.011741669858990944,0.0591857150664401,0.06291182452107957,0.0213083314190754,0.01656554069906324,-0.0017214130735203614
2019-01-09,0.0010857812472213624,0.005763854135043989,-2.3551835003909893e-05,-0.003546778938491757,0.009146076129081804,-0.002396357489811596,-0.0010860546015257766,-0.011249999999999982,0.015337873800092217,-0.019933554817275767,0.0018324597582801694,0.011567235596278369,-0.007034282848163209,0.007958071501731334,-0.03265395367918955,0.005845693728909751,-0.007094254182480775,-0.018891068280361023,-0.026914268877816783,0.006885454192375962,0.007059950457758646
2019-01-10,0.005016539929135533,0.006834910620399537,-0.0023529411764705577,-0.0021861123397211024,0.017606473272441248,-0.004323824412283073,0.038597478778503946,0.006537871647552818,0.027458713150324554,0.03728813559322042,-0.011994597946510033,0.007997929589293573,-0.007241504407378585,-0.006162135431228233,-0.0007046571460708195,-0.0010255554891184238,-0.009883177159391798,-0.003278706698247147,0.015866245457778483,-0.017323873718648186,-0.00028085700584490336
2019-01-11,-0.0031477650176726657,-0.005744125326370808,-0.0018867924528301883,0.0033425500386454754,-0.005475251666413827,-0.006835544833132312,-0.0052342317928625315,-0.0022250036227713377,0.02182402899700353,-0.0027777977239072937,-0.004688684174702584,0.00249183529713104,-0.0002803471618406661,-0.0002906295189122332,0.017842022037005245,0.00829876547867614,0.05210281892503077,0.022996413368882695,0.006120664717021995,0.0,-0.0022652930663327187
2019-01-14,0.0008120032427265667,-0.015231092436974736,-0.000945179584120992,0.005011030445505771,0.004037289732707006,-0.005668016194331993,0.0018415724236071629,0.0005394907397082704,-0.0032973803458933304,0.0011469969212398734,-0.015478065829004461,-0.013278379869577694,-0.015574001340091126,-0.012501219934167751,0.016559269447290914,-0.0016121711933672067,0.009910559777561723,0.0008477105125470619,0.0037759662699763386,-0.0006958658982173516,-0.002561203534922396
2019-01-15,-0.011358601912585198,-0.010826692708333363,0.0002601933907875331,-0.013927576601671321,0.03231462903495563,-0.0032573289902280145,-0.006302505182298579,-0.015780547066687856,0.0022556390977443996,-0.012765937468034005,0.0044335434928508555,-0.0038448910015733695,0.010526296893140552,0.005986266940306795,0.034351098992640994,0.010920800770973349,0.045955051214457976,-0.021555023427665687,-0.007941426656961736,0.005803156670707965,-0.002725103665448314
