Date,RELIANCE_NS,TCS_NS,HINDUNILVR_NS,INFY_NS,KOTAKBANK_NS,ICICIBANK_NS,LT_NS,SBIN_NS,ITC_NS,ONGC_NS,NKE,BIDU,NVDA,KO,PYPL,SNAP,MCD,WMT,BABA,PEP,Nifty
2019-01-02,,,,,,,,,,,,,,,,,,,,,
2019-01-03,-0.009553456584629694,0.004746835443038,-0.017755383355491205,0.007640498826992914,-0.004864414342852896,0.0,-0.0027681660899654403,0.005378171776523111,0.00017713604112845616,-0.013333333333333308,0.00631953673151453,0.016455419674361815,0.02411201707900479,-0.002556432368885475,0.024035001492445973,0.05390333748778442,0.00022799889001690055,0.017132253440429013,0.001043758924565319,-0.0021987893762203115,-0.006629018458894964
2019-01-04,-0.006280844045581713,0.0073490813648293685,-0.0054675567365765065,0.009009009009008917,-0.006330654907849564,0.009681881051175623,-0.010409437890353868,-0.013707810163322565,-0.00584585968639284,-0.020270270270270285,0.0027303337643984626,-0.007244056040846436,-0.02130197315004989,-0.0014950810610953047,-0.007705091526506558,0.0,0.0033057956178008663,0.0,-7.454952935492809e-05,0.0057845673697021205,-0.008993369436455012
2019-01-07,-0.009119619924822242,-0.00990099009900991,0.009143974560398505,-0.00037202380952383596,-0.001612903225806428,-0.008630120264340735,-0.01690040363670231,-0.009830487784692754,-0.005167541609020221,-0.020344806539601246,0.017562981199799932,0.0317258870961965,0.057736348080310584,0.01754010042404741,0.03237366042422196,0.05820104396219894,0.011986596744780087,0.0043987090026449405,0.046849462254384466,0.004290681182900435,0.009827323396272902
2019-01-08,0.008747943446770767,-0.004315763774671022,-0.004113638508884243,-0.010048381094157066,0.010460380591175378,0.015614187650084155,-0.003495273791803033,0.03064012838904695,0.0184488411573962,0.03871876016782627,0.027963661051939814,-0.0025215476427986605,0.05913359163470222,-0.006726922364454713,0.01955568707722488,0.050000031789143806,0.021443849429140238,0.015381272909269272,0.03166130808694079,0.0011816857639632694,-0.0017214130735203614
2019-01-09,-0.0017163618435448447,0.007188907513963727,0.0002790957298353103,0.014962424371475658,-0.006355131285969984,0.0008162933142008555,-0.006800286327845351,-0.017438964334422824,-0.008090003136558832,0.010504934054214043,0.0018221968802798472,0.02793019736795066,-0.03265395367918955,-0.003597844845403486,0.007944579995383005,-0.015873075943202752,-0.007694048711896273,0.006837802888415068,0.033724133721713345,0.0017250993504553946,0.007059950457758646
2019-01-10,0.006243782041175594,0.001049648354347621,-0.008091517857142905,0.016667901024571385,-0.004545474186695486,0.03765635280910229,0.0014414414414414267,0.034482801311574995,0.01276597909048105,-0.0080483712804017,-0.017279483044843058,-0.010436693140738695,-0.0007046571460708195,-0.008921027342984056,0.0032654084393597405,0.0274193679877055,-0.003987600966096849,-0.019120278430256432,-0.0005337369496327682,-0.026466039340927505,-0.00028085700584490336
2019-01-11,-0.0038219535262890014,-0.009122378206641635,0.00421940928270037,-0.006703638209359153,0.0013335147263255909,-0.0018340932808790233,-0.0010795250089959962,-0.002941156524458699,0.018032191128937836,-0.013522650997536911,0.009254322499875345,0.017396111348652932,0.017842022037005245,0.013501951782586064,0.011335602172022785,-0.025117715900565774,0.004170373750402634,0.011823611448935623,0.013483774817304006,0.004189525490174928,-0.0022652930663327187
2019-01-14,-0.0001354057544613596,-0.010582010582010581,0.0056022408963585235,-0.00205393695576761,-0.011299435028248594,-0.0009187717346114121,0.0036023054755043304,0.0009832441395198899,0.003955267055836265,-0.01302257694289155,-0.011527342096310678,-0.029967224285918692,0.016559269447290914,-0.0008458641309564419,-0.0016646490385404666,0.040257648706005345,0.004596056525200343,-0.005368928500949499,-0.021932436217448448,-9.273258088138281e-05,-0.002561203534922396
2019-01-15,-0.011375925043880186,-0.010695187165775444,-0.013370473537604455,0.03940015776537753,-0.0065306122448979265,-0.004992101592262044,-0.018521212367641815,-0.014407314945709349,0.008907181082153937,0.00694444444444442,0.009674044073554766,0.009888129708510496,0.034351098992640994,-0.007619060536541045,0.007558918542643234,0.0015479492237815418,0.00027562039611117584,0.01047838514600219,0.01468008535879628,-0.0036161279106742272,-0.002725103665448314
2019-01-16,0.009132403389311428,-0.021621621621621623,-0.002032736073369512,0.0002829026973567572,0.0,-0.013599219033684773,-0.01989464024524057,0.0033222591362125353,0.002546689303905003,-0.0020689865638470195,0.023756365672592317,0.03156359954135479,-0.005205543718553529,0.010876565213670197,0.011915289478455549,-0.1143740023361337,-0.002920586189076424,0.004818257867298614,0.014135950267768038,0.01423784470809597,0.011329159980721704
2019-01-17,0.027149272063722085,0.03314917127071815,0.012787130968513916,0.03209843299661297,-0.001068240614728877,-0.004015526834473704,0.0021641973239272527,0.0033112582781456013,0.002540220152413175,0.0034554250901528416,-0.005897424159905795,-0.010494038618896973,-0.022918504907534776,-0.010126652773872369,-0.016027051909494716,-0.0017452406367448603,-0.009340126111435865,0.004065458025724666,-0.004580832140735902,-0.007798866783936709,0.0019449448367843125
2019-01-18,0.008326048251862783,0.004278074866310266,-0.00731842211504885,0.008083248638938612,-0.00633375954687887,0.010616885732110948,0.0016382091979147972,0.0029702768860870865,-0.006418898298933717,0.008953189249867544,0.0310806809938049,0.016086731453488712,0.04216664261630698,0.007033287381351672,0.012188348743723987,0.019230793277829505,0.0211436166590393,0.006540669179962988,0.0416803386526261,0.016922524887954316,-0.0005494078038442707
2019-01-21,0.0038009023380880524,0.0015974440894568342,-0.01513873827703549,-0.007882560327794774,0.010016536081074001,-0.0037233880225647775,0.00427477518724606,-0.016946344191894225,-0.0028901941036221235,-0.009556272330951354,0.004753031861383317,-0.018705214660499125,0.01287979601480882,0.009523825670676223,-0.011165809087072764,0.041166423858674195,-0.004315959982023609,0.0020629663118347796,-0.025560133352863,-0.0010002783407340177,0.00041228236403134666
2019-01-22,0.039345445780746724,0.011164274322169154,-0.0005714285714285561,0.011232893434289348,0.016883842306483654,-0.004271238861308202,-0.05318871590812457,-0.009539769384152685,-0.0013640030570651884,0.013094375027999039,0.010705845770553557,-0.031968962703271986,-0.030248580764127064,0.002515700837849799,0.004538868863101175,-0.009884669041635097,0.013882023480366934,0.017704592832610055,0.0016191710484627642,-0.0016384517037661972,0.002788645514780086
2019-01-23,0.03253771112836801,0.0026813751766232574,-0.0017152658662092923,0.004131655029170345,0.030869710917574844,-0.006568397337885279,0.02963254449887609,-0.009800587888821988,-0.01024415208289109,-0.010204081632653073,-0.007266953436920409,0.007716049382715973,0.011258257935378824,0.006064427381389903,-0.0007714315238279701,-0.011647282694763006,0.011256639489099163,-0.0067766337587464864,-0.02056251407232379,0.005743957436771252,-0.0017123600736492772
2019-01-24,0.00036494334714776144,-0.003198560989999044,0.0034364261168384758,0.0014839468275715806,0.015559049580971429,-0.004722709641479583,-0.012073828019812716,-0.008703030010132284,0.005692578443124541,-0.005498302761222096,0.008064535213206048,0.010658532883087712,0.017943716751302796,-0.004780701295331924,0.02624908934461212,0.050505001853162534,0.010221575810074768,0.005600845914971675,0.049118653076166696,-0.0014504218679713965,-0.007958979380250586
2019-01-25,-0.006729828268569604,-0.008521804929971122,0.008447516454409332,-0.01919579776203595,-0.019170085415384452,-0.0059652433901059565,0.003074558032282848,-0.013083209333240586,-0.041852529012114115,-0.00898412632463852,-0.0178461162860577,-0.004909465970145521,-0.12152598490063138,-0.013784457658494564,0.0026867274777082617,0.004807726107171506,-0.03024848537708169,-0.022481025019778444,-0.006985089577568493,-0.01080347185584618,0.001447816599450924
2019-01-28,0.020775516396251303,0.009125610529652217,-0.0027168036537630336,-0.00013731024486995924,-0.004081594326432514,-0.011593016719153915,-0.003831417624521105,0.010291338809853778,0.002506309479505253,-0.00906546616666637,0.007017512997218089,0.022719034917330516,-0.002929396897353498,-0.00042355902682400526,-0.010396582947216237,0.023923460258969076,0.0012017984466143883,0.002486251598513567,0.007857986124171878,-0.00027531919556655904,-0.006197178083058974
2019-01-29,3.993107938415896e-05,0.01629863301787582,-0.0017593505028021816,0.004120879120879106,0.00015759076622012813,-0.025251811073160102,-0.003500037560096203,-0.013639544626319333,-0.00392859322684147,0.0028148759979151894,0.0004977714686851265,-0.0070871443955234925,-0.010870332676359173,0.0010593058528043375,-0.0033575780552405066,0.007788117336996692,-0.001964211112774339,-0.0009300024905712911,0.014147384903066218,9.182168550836423e-05,-0.012856209432429266
2019-01-30,-0.015593745035505258,0.01500258665287113,-0.007902680209861845,-0.007523939808481539,-0.007092198581560294,-0.029020384047982017,0.006600061098763765,-0.016278641679822625,-0.012907874443524703,-0.001403487356085531,0.009701477170318329,0.025971699852153085,0.019232170291124895,0.012698380404679188,-0.032601609535334086,0.032457503084517336,-0.014596535073651662,-0.02120400336457262,0.040362142951274604,0.018634098896672224,0.00455708381101827
2019-01-31,-0.012997517584005913,0.008970425884779365,0.008595988538681931,0.00330809705590962,-0.003968253968253954,0.02347277301774575,-0.015107324518309095,0.0007117872136344072,0.017435592166304748,-0.005973338617613844,0.00800691701694256,0.009529316544532485,0.05274665439975301,0.013166166942637725,-0.007414019968582486,0.014970117371185365,-0.0038834782149358427,0.01363205064957107,0.0011918769046774802,0.017842621481107823,-0.001093246309187279
2019-02-01,-0.010699612443561435,0.0037381412938604086,-0.013693167946555396,-0.002610282113387652,-0.026294820717131517,0.06182339660122871,0.015339056624540603,0.031294407578082994,-0.012852574170188258,-0.008837045082845663,-0.007454486089478074,-0.001910971660076477,0.006020727454584929,0.004537979017748439,0.017202315895959108,0.021386427203460512,-0.012587077288845894,-0.021476205149268845,-0.009999956403459853,-0.0065515527557618025,0.0150413035461463
2019-02-04,0.02662231373005075,0.011323603422244588,0.015755501584930887,0.034917321743715535,0.028682527682589942,-0.02200164190624254,0.008819018404907952,0.02379308240167033,0.015009019517122413,0.0057061559855322574,0.00935732731849237,0.017174304324075962,0.02951096298423561,0.012936366699087598,0.022585741774866497,0.0137183808772674,0.0023690757721248623,0.014809283833470799,0.013407862129250603,0.007307723924023124,0.0023407586649917267
