Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,621.2000122070312,629.8499755859375,621.2000122070312,627.5,626.5464477539062,421478
2019-01-02,624.7000122070312,628.2999877929688,617.0999755859375,618.9000244140625,617.9595336914062,733587
2019-01-03,621.0,622.8499755859375,604.6500244140625,607.9500122070312,607.0261840820312,749654
2019-01-04,610.0,624.7000122070312,609.8499755859375,619.8499755859375,618.9080200195312,471975
2019-01-07,625.9000244140625,640.2000122070312,624.0,637.4500122070312,636.4813232421875,1472429
2019-01-08,635.5,653.9000244140625,630.7000122070312,650.9000244140625,649.910888671875,875149
2019-01-09,652.9500122070312,672.0,652.7000122070312,670.0499877929688,669.03173828125,1219652
2019-01-10,667.2000122070312,670.0,655.5,663.0,661.9924926757812,591342
2019-01-11,665.0,669.5999755859375,658.2000122070312,666.5,665.4871826171875,621159
2019-01-14,666.5,666.5,652.9000244140625,659.4000244140625,658.3980102539062,290888
2019-01-15,661.25,664.25,655.5,660.0999755859375,659.0968627929688,328501
2019-01-16,660.25,670.4000244140625,660.25,663.6500244140625,662.6415405273438,499664
2019-01-17,668.5999755859375,678.9000244140625,665.9000244140625,676.2999877929688,675.2722778320312,603191
2019-01-18,675.7000122070312,675.7999877929688,661.6500244140625,664.2999877929688,663.29052734375,353444
2019-01-21,661.9000244140625,664.4500122070312,656.75,660.25,659.2466430664062,196692
2019-01-22,659.4000244140625,664.0,632.0,661.7999877929688,660.7943115234375,1081373
2019-01-23,660.0,666.9500122070312,659.0,661.4000244140625,660.3949584960938,190089
2019-01-24,661.4000244140625,665.5999755859375,655.0999755859375,663.9500122070312,662.9410400390625,211196
2019-01-25,665.7999877929688,676.0,665.3499755859375,667.75,666.7352905273438,365366
2019-01-28,668.0,674.1500244140625,650.25,655.9500122070312,654.9532470703125,455960
2019-01-29,659.3499755859375,671.0,650.0,660.7999877929688,659.7958374023438,1214566
2019-01-30,687.9000244140625,703.0,684.0,690.9000244140625,689.85009765625,1783015
2019-01-31,698.7000122070312,726.0,689.0,722.9500122070312,721.8513793945312,1285750
2019-02-01,721.0,725.7999877929688,705.5499877929688,716.4000244140625,715.3113403320312,3253300
2019-02-04,713.4000244140625,723.5,707.4000244140625,719.2000122070312,718.1071166992188,439574
2019-02-05,722.4500122070312,731.0499877929688,719.0,727.7999877929688,726.6940307617188,518070
2019-02-06,729.2999877929688,734.3499755859375,715.9500122070312,723.9000244140625,722.7999877929688,600982
2019-02-07,727.75,733.5,723.5999755859375,729.3499755859375,728.2416381835938,400735
2019-02-08,725.6500244140625,732.2000122070312,715.9000244140625,718.25,717.1585083007812,1030357
2019-02-11,720.8499755859375,720.9000244140625,706.0,710.3499755859375,709.2705078125,344718
2019-02-12,700.75,713.0,698.5,705.8499755859375,704.77734375,572610
2019-02-14,704.0499877929688,706.4500122070312,693.0,694.75,693.6942138671875,434263
2019-02-15,699.5999755859375,706.9500122070312,681.7999877929688,686.5499877929688,685.5067138671875,443380
2019-02-18,687.0,697.5,681.2000122070312,692.5999755859375,691.5474853515625,302244
2019-02-19,694.9500122070312,705.0499877929688,688.6500244140625,693.2000122070312,692.1466064453125,361660
2019-02-20,698.5499877929688,702.7000122070312,694.9500122070312,700.9000244140625,699.8348999023438,320042
2019-02-21,702.0,706.7000122070312,695.3499755859375,696.9000244140625,695.8410034179688,340557
2019-02-22,696.2999877929688,704.9500122070312,691.4000244140625,703.0499877929688,701.9816284179688,286037
2019-02-25,703.0499877929688,706.5,696.5,704.0,702.93017578125,245365
2019-02-26,695.0,714.5,690.5,710.0999755859375,709.0208740234375,602761
2019-02-27,715.5999755859375,727.4000244140625,713.4500122070312,717.8499755859375,716.7590942382812,587432
2019-02-28,721.0,722.3499755859375,706.7999877929688,709.3499755859375,708.2720336914062,437329
2019-03-01,713.9500122070312,715.0,700.0,703.0999755859375,702.0315551757812,449884
2019-03-05,704.5999755859375,734.2000122070312,701.0499877929688,732.0999755859375,730.9874877929688,639444
2019-03-06,734.0,735.0,713.6500244140625,719.5,718.4066162109375,538968
2019-03-07,722.0,738.4000244140625,719.75,732.2000122070312,731.0873413085938,540668
2019-03-08,731.2000122070312,736.3499755859375,728.75,732.3499755859375,731.237060546875,581519
2019-03-11,731.5999755859375,744.9000244140625,731.0,734.1500244140625,733.034423828125,852871
2019-03-12,739.3499755859375,749.1500244140625,737.8499755859375,742.25,741.1220703125,489658
2019-03-13,747.0,750.9000244140625,736.0,738.4500122070312,737.3278198242188,1134173
2019-03-14,743.9500122070312,749.5499877929688,737.5,740.4500122070312,739.3248291015625,558679
2019-03-15,743.4500122070312,748.5,732.5,735.7000122070312,734.58203125,460867
2019-03-18,738.6500244140625,756.0,738.6500244140625,751.9500122070312,750.8073120117188,1348505
2019-03-19,754.0999755859375,763.2000122070312,749.0,761.0,759.8435668945312,1044182
2019-03-20,761.0999755859375,766.7000122070312,754.0,755.5499877929688,754.40185546875,421357
2019-03-22,763.2000122070312,765.75,752.4500122070312,757.3499755859375,756.1990966796875,2602307
2019-03-25,753.8499755859375,754.2000122070312,741.0,743.8499755859375,742.7196044921875,675678
2019-03-26,749.5999755859375,761.7000122070312,742.0,757.2000122070312,756.0493774414062,336660
2019-03-27,762.0,769.8499755859375,756.0,760.1500244140625,758.994873046875,491656
2019-03-28,762.1500244140625,788.5499877929688,757.5,780.2000122070312,779.014404296875,501818
2019-04-01,779.9500122070312,783.5499877929688,760.6500244140625,765.0999755859375,763.9373168945312,306288
2019-04-02,771.0,774.6500244140625,761.2999877929688,767.4500122070312,766.2837524414062,348397
2019-04-03,771.7999877929688,772.9500122070312,758.5499877929688,761.4000244140625,760.2429809570312,216656
2019-04-04,765.0,771.9500122070312,760.0,762.1500244140625,760.9918212890625,259099
2019-04-05,765.7999877929688,769.0,756.0499877929688,761.9500122070312,760.7921142578125,625137
2019-04-08,764.9500122070312,767.4000244140625,749.0499877929688,754.2999877929688,753.1537475585938,182964
2019-04-09,754.0499877929688,766.0499877929688,750.5999755859375,763.5499877929688,762.3897094726562,216736
2019-04-10,761.5,767.7999877929688,758.6500244140625,761.75,760.5924072265625,225300
2019-04-11,760.0999755859375,760.6500244140625,747.0499877929688,752.0499877929688,750.9071655273438,178904
2019-04-12,750.0999755859375,765.4500122070312,750.0999755859375,764.1500244140625,762.9888305664062,1075987
2019-04-15,764.1500244140625,769.9500122070312,761.0,763.2000122070312,762.0402221679688,490501
2019-04-16,766.0,775.4000244140625,765.1500244140625,770.6500244140625,769.4789428710938,254289
2019-04-18,777.3499755859375,779.0,769.0,771.2000122070312,770.028076171875,188146
2019-04-22,770.25,770.25,751.2000122070312,755.4000244140625,754.2520751953125,216290
2019-04-23,758.0499877929688,759.3499755859375,749.2999877929688,753.0999755859375,751.95556640625,199888
2019-04-24,755.0,755.0999755859375,738.5,752.5999755859375,751.456298828125,214500
2019-04-25,755.7000122070312,758.7000122070312,737.5999755859375,740.8499755859375,739.7241821289062,291955
2019-04-26,761.2999877929688,765.0,746.5499877929688,760.2000122070312,759.0447998046875,1525850
2019-04-30,760.2000122070312,769.5499877929688,755.2000122070312,766.9000244140625,765.734619140625,315372
2019-05-02,766.9000244140625,767.7999877929688,748.4000244140625,752.6500244140625,751.5062866210938,284916
2019-05-03,754.9500122070312,763.2999877929688,753.6500244140625,757.4000244140625,756.2490844726562,267705
2019-05-06,748.4000244140625,753.5499877929688,744.9000244140625,747.5499877929688,746.4140014648438,211082
2019-05-07,753.5,755.3499755859375,740.5,742.5499877929688,741.4215698242188,187725
2019-05-08,744.9000244140625,744.9000244140625,733.7000122070312,735.5,734.38232421875,351264
2019-05-09,735.0,740.2000122070312,729.0,730.0,728.8906860351562,437995
2019-05-10,732.0499877929688,738.5,730.0,733.6500244140625,732.53515625,246828
2019-05-13,730.9500122070312,742.5,730.0,732.3499755859375,731.237060546875,963517
2019-05-14,731.7999877929688,738.0999755859375,722.4500122070312,731.5,730.388427734375,352645
2019-05-15,736.2999877929688,737.6500244140625,716.4000244140625,721.25,720.1539916992188,405255
2019-05-16,721.9000244140625,735.7999877929688,719.7000122070312,732.25,731.1372680664062,192354
2019-05-17,734.0,751.5,727.25,748.1500244140625,747.0131225585938,297713
2019-05-20,764.5,789.0,762.0,782.75,781.560546875,1835636
2019-05-21,791.0,791.0,771.5499877929688,773.0999755859375,771.9251708984375,267111
2019-05-22,776.4000244140625,783.3499755859375,770.0499877929688,779.2999877929688,778.11572265625,140802
2019-05-23,789.9000244140625,803.7000122070312,770.5,777.0499877929688,775.869140625,782438
2019-05-24,779.0,795.4000244140625,779.0,793.6500244140625,792.4439697265625,944067
2019-05-27,793.6500244140625,814.7000122070312,787.5999755859375,812.4500122070312,811.2153930664062,469249
2019-05-28,814.9000244140625,821.4000244140625,802.0999755859375,808.75,807.52099609375,323466
2019-05-29,809.5,813.25,802.5,804.7999877929688,803.5770263671875,176013
2019-05-30,804.7999877929688,814.1500244140625,803.0499877929688,808.0999755859375,806.8719482421875,217577
2019-05-31,813.4000244140625,818.1500244140625,794.0,808.5,807.2713623046875,285825
2019-06-03,810.0999755859375,815.0,804.0,812.2999877929688,811.0656127929688,157672
2019-06-04,807.7999877929688,826.4000244140625,805.5499877929688,821.4000244140625,820.1517944335938,875746
2019-06-06,826.5499877929688,826.5499877929688,806.0499877929688,808.8499755859375,807.620849609375,261020
2019-06-07,809.7000122070312,812.7999877929688,801.6500244140625,804.2000122070312,802.9779052734375,214844
2019-06-10,810.0,816.2000122070312,806.6500244140625,814.2000122070312,812.9627075195312,203408
2019-06-11,817.7000122070312,821.3499755859375,807.5,814.9500122070312,813.7116088867188,121618
2019-06-12,816.0,816.0,809.5,812.3499755859375,811.1155395507812,254786
2019-06-13,812.3499755859375,822.0,811.9000244140625,819.7000122070312,818.4544067382812,280540
2019-06-14,820.0,822.9000244140625,796.75,800.1500244140625,798.93408203125,335092
2019-06-17,801.0,802.4000244140625,775.25,776.7000122070312,775.5197143554688,263464
2019-06-18,782.0,784.5999755859375,770.1500244140625,776.25,775.0703735351562,361004
2019-06-19,782.0,789.25,763.75,771.25,770.0780029296875,279667
2019-06-20,773.5,774.5,759.0,771.4500122070312,770.2777099609375,385769
2019-06-21,776.3499755859375,778.2999877929688,763.5499877929688,771.9500122070312,770.7769165039062,811619
2019-06-24,771.0,775.3499755859375,760.9000244140625,762.8499755859375,761.6907348632812,141149
2019-06-25,763.0,783.0,757.0,781.8499755859375,780.661865234375,357956
2019-06-26,782.3499755859375,792.0,781.7000122070312,788.9500122070312,787.7510986328125,213661
2019-06-27,789.3499755859375,806.6500244140625,782.0,800.3499755859375,799.1337280273438,572526
2019-06-28,793.1500244140625,812.9000244140625,793.1500244140625,807.6500244140625,806.4227294921875,304760
2019-07-01,810.0,819.0499877929688,807.5499877929688,810.25,809.0187377929688,182097
2019-07-02,813.0,813.3499755859375,800.7000122070312,802.6500244140625,801.4302978515625,266473
2019-07-03,803.5,811.0,801.75,806.2999877929688,805.07470703125,222243
2019-07-04,809.0499877929688,813.5,804.25,808.6500244140625,807.4212036132812,257487
2019-07-05,811.9000244140625,813.0,801.7999877929688,805.9500122070312,804.7252807617188,198891
2019-07-08,803.4000244140625,804.4500122070312,779.0499877929688,783.0499877929688,781.8600463867188,246064
2019-07-09,782.0,788.5999755859375,776.5999755859375,786.2000122070312,785.0053100585938,189524
2019-07-10,788.9500122070312,789.4000244140625,764.4500122070312,768.5,767.3321533203125,203058
2019-07-11,772.2000122070312,773.25,763.0,766.6500244140625,765.4849853515625,330441
2019-07-12,767.0,768.0,751.0999755859375,755.4500122070312,754.302001953125,260430
2019-07-15,757.9500122070312,759.2000122070312,744.0,749.6500244140625,748.5108642578125,426364
2019-07-16,752.5,763.0,748.0,761.7000122070312,760.5425415039062,419355
2019-07-17,761.7000122070312,765.5999755859375,750.2000122070312,752.6500244140625,751.5062866210938,208765
2019-07-18,754.9500122070312,754.9500122070312,734.75,740.8499755859375,739.7241821289062,336028
2019-07-19,744.0,746.4500122070312,723.25,729.4500122070312,728.341552734375,177381
2019-07-22,732.75,738.4000244140625,720.5999755859375,727.5,726.3944702148438,473654
2019-07-23,734.9000244140625,739.2999877929688,715.8499755859375,726.4000244140625,725.296142578125,312925
2019-07-24,729.0,732.75,709.4500122070312,711.0999755859375,710.0193481445312,190424
2019-07-25,712.0,725.8499755859375,706.5499877929688,723.2999877929688,722.2008666992188,163417
2019-07-26,723.2999877929688,732.2999877929688,719.0999755859375,729.8499755859375,728.7409057617188,185928
2019-07-29,745.0,745.0,709.9000244140625,719.6500244140625,718.5564575195312,328200
2019-07-30,725.0499877929688,727.7000122070312,701.0999755859375,706.5499877929688,705.476318359375,384131
2019-07-31,694.0,695.3499755859375,657.6500244140625,674.4000244140625,673.3751831054688,1271110
2019-08-01,674.2999877929688,680.7999877929688,663.0,669.6500244140625,668.6323852539062,419021
2019-08-02,665.0499877929688,681.3499755859375,662.0,673.4500122070312,672.4266357421875,529590
2019-08-05,669.7999877929688,669.7999877929688,650.0,662.9000244140625,661.8926391601562,358616
2019-08-06,660.0,682.9000244140625,655.7999877929688,678.8499755859375,677.818359375,308901
2019-08-07,679.75,679.75,654.5,660.0499877929688,659.0469360351562,315371
2019-08-08,668.0,668.0,643.25,660.0,658.9970703125,1221798
2019-08-09,663.0,675.5,659.5999755859375,660.7000122070312,659.6959838867188,402184
2019-08-13,666.9000244140625,668.9500122070312,645.0,650.1500244140625,649.1620483398438,245376
2019-08-14,655.7999877929688,669.5499877929688,652.2999877929688,663.2000122070312,662.1921997070312,166358
2019-08-16,663.0,677.7999877929688,657.0,675.5499877929688,674.5234375,213890
2019-08-19,679.0,688.75,676.75,685.0,683.9590454101562,297079
2019-08-20,686.5999755859375,686.5999755859375,669.25,672.2000122070312,671.1785278320312,178294
2019-08-21,671.0,673.8499755859375,659.7999877929688,665.0,663.9894409179688,183344
2019-08-22,669.0,669.7999877929688,657.9500122070312,660.9000244140625,659.8956909179688,289324
2019-08-23,660.0,671.1500244140625,645.5999755859375,663.4000244140625,662.3919067382812,343510
2019-08-26,676.5499877929688,686.8499755859375,660.9500122070312,683.6500244140625,682.6111450195312,268129
2019-08-27,693.0,696.7000122070312,680.1500244140625,682.5499877929688,681.5127563476562,250592
2019-08-28,684.9000244140625,689.5,673.7999877929688,678.0999755859375,677.0695190429688,127475
2019-08-29,676.5,676.5,658.7000122070312,660.9500122070312,659.9456176757812,176728
2019-08-30,666.7000122070312,668.3499755859375,640.5,663.75,662.7413330078125,447978
