Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,297.0,300.1499938964844,293.79998779296875,299.3500061035156,293.6442565917969,2978586
2019-01-02,299.3500061035156,302.20001220703125,293.1000061035156,293.8500061035156,288.24908447265625,1691617
2019-01-03,294.75,295.75,290.20001220703125,291.04998779296875,285.50244140625,1648244
2019-01-04,293.79998779296875,298.95001220703125,291.45001220703125,297.5,291.8294982910156,1642285
2019-01-07,301.0,301.3500061035156,294.6499938964844,295.70001220703125,290.0638122558594,996250
2019-01-08,295.0,305.79998779296875,294.70001220703125,305.1000061035156,299.2846374511719,1613023
2019-01-09,306.0,306.95001220703125,300.8500061035156,305.04998779296875,299.235595703125,1341992
2019-01-10,305.1499938964844,307.20001220703125,302.95001220703125,304.6499938964844,298.84320068359375,1420815
2019-01-11,305.5,306.0,301.1000061035156,302.54998779296875,296.7832336425781,1117724
2019-01-14,301.6000061035156,303.3999938964844,299.45001220703125,300.5,294.7723083496094,1574072
2019-01-15,301.29998779296875,303.6000061035156,300.54998779296875,301.0,295.2627868652344,1159145
2019-01-16,303.0,306.3999938964844,302.0,302.75,296.97943115234375,1198578
2019-01-17,303.29998779296875,304.5,295.3999938964844,297.3500061035156,291.682373046875,2476004
2019-01-18,298.04998779296875,299.70001220703125,294.20001220703125,295.20001220703125,289.5733642578125,1061221
2019-01-21,295.1499938964844,296.75,291.1000061035156,292.3500061035156,286.7776794433594,1451832
2019-01-22,292.3500061035156,292.79998779296875,288.20001220703125,290.29998779296875,284.7667236328125,713849
2019-01-23,290.04998779296875,294.70001220703125,285.3999938964844,286.5,281.0391540527344,578169
2019-01-24,285.5,289.8999938964844,285.5,287.95001220703125,282.4615478515625,578602
2019-01-25,288.5,291.0,283.25,285.25,279.81298828125,498339
2019-01-28,286.3999938964844,286.5,277.45001220703125,281.6000061035156,276.2325744628906,641526
2019-01-29,282.0,286.0,276.6000061035156,280.75,275.3987731933594,795755
2019-01-30,280.79998779296875,290.0,280.3999938964844,287.5,282.0201110839844,1230092
2019-01-31,289.8999938964844,294.5,287.75,293.3500061035156,287.75860595703125,1920682
2019-02-01,296.04998779296875,302.3500061035156,282.0,284.29998779296875,278.881103515625,4499756
2019-02-04,283.3999938964844,284.8500061035156,278.0,283.6000061035156,278.1944580078125,1106833
2019-02-05,284.04998779296875,286.75,283.0,284.5,279.0773010253906,677418
2019-02-06,285.3999938964844,288.8999938964844,283.6000061035156,288.20001220703125,282.706787109375,911063
2019-02-07,289.79998779296875,294.0,286.8500061035156,287.6000061035156,282.1181945800781,1799597
2019-02-08,285.5,287.29998779296875,282.3999938964844,285.04998779296875,279.6167907714844,704422
2019-02-11,286.0,286.0,279.0,279.79998779296875,274.46685791015625,616744
2019-02-12,280.25,282.20001220703125,274.5,275.3999938964844,270.1507263183594,739466
2019-02-14,268.5,268.6499938964844,264.0,267.04998779296875,261.9598693847656,1325699
