Date,RELIANCE.BO,TCS.BO,HDFCBANK.BO,HINDUNILVR.BO,INFY.BO,KOTAKBANK.BO,ICICIBANK.BO,LT.BO,AXISBANK.BO,SBIN.BO,GOOGL,AAPL,AMZN,MSFT,NVDA,ADBE,NFLX,TSLA,ORCL,CSCO,Sensex
2021-07-16,2098.0478515625,3084.565185546875,1504.4512939453125,2377.604248046875,1514.7734375,1747.8084716796875,650.95751953125,1598.6285400390625,769.92822265625,422.00018310546875,122.50849914550781,131.0506591796875,170.072998046875,258.8019104003906,189.99110412597656,579.6599731445312,527.0700073242188,223.9566650390625,75.13506317138672,48.856781005859375,52837.2109375
2021-07-19,2085.430419921875,3074.66845703125,1454.2764892578125,2373.517822265625,1501.9149169921875,1719.099365234375,646.8165893554688,1588.7550048828125,754.0025024414062,419.5478515625,122.53600311279297,132.6948699951172,172.1945037841797,262.4151306152344,199.51510620117188,588.7999877929688,533.030029296875,229.57333374023438,75.17337799072266,48.76469802856445,52975.80078125
2021-07-20,2079.96630859375,3094.848388671875,1426.6434326171875,2396.6083984375,1509.610595703125,1700.775390625,632.96435546875,1569.896484375,744.6666259765625,412.7793273925781,122.27249908447266,134.22088623046875,172.40699768066406,265.0321960449219,199.93194580078125,590.75,533.5,226.9199981689453,74.79031372070312,48.71865463256836,52852.26953125
2021-07-22,2107.187744140625,3105.7109375,1432.6741943359375,2342.205078125,1549.0628662109375,1706.2176513671875,646.5701293945312,1620.7947998046875,745.3656005859375,413.95648193359375,122.0895004272461,134.8411102294922,172.00799560546875,264.5439758300781,199.6898193359375,585.6400146484375,528.2100219726562,226.56666564941406,74.54132843017578,48.80153274536133,52578.76171875
2021-07-23,2091.49072265625,3101.36572265625,1426.4951171875,2323.102294921875,1549.208984375,1720.6470947265625,667.1267700195312,1591.618408203125,754.102294921875,420.9701843261719,122.44450378417969,135.14633178710938,171.64849853515625,265.2275695800781,201.7813262939453,584.72998046875,533.5399780273438,225.97332763671875,76.16929626464844,49.206668853759766,52443.7109375
2021-07-26,2064.169677734375,3089.103515625,1418.1903076171875,2312.76318359375,1562.5546875,1737.922607421875,667.2252807617188,1577.647216796875,755.0009765625,415.231689453125,125.25749969482422,137.7947235107422,175.5489959716797,271.13555908203125,204.52670288085938,593.0700073242188,533.97998046875,226.3000030517578,78.35267639160156,49.642459869384766,52653.0703125
2021-07-27,2040.922119140625,3073.365234375,1423.479736328125,2306.85498046875,1561.14208984375,1695.5328369140625,668.1126708984375,1587.8663330078125,730.6380004882812,421.2644958496094,126.19000244140625,139.82284545898438,183.78700256347656,271.1452941894531,206.63818359375,596.9000244140625,541.6400146484375,219.86000061035156,79.55928802490234,49.12322235107422,52586.83984375
2021-07-28,2023.5858154296875,3087.317138671875,1401.53125,2325.21923828125,1563.7723388671875,1650.8465576171875,675.6549072265625,1573.6485595703125,721.601806640625,417.3407287597656,126.4739990234375,142.33338928222656,184.82899475097656,273.3620910644531,203.3761444091797,605.77001953125,535.9600219726562,214.88333129882812,82.44171142578125,49.382843017578125,52950.62890625
2021-07-29,2041.865966796875,3086.4482421875,1401.4324951171875,2298.091552734375,1575.0234375,1639.163330078125,677.7254028320312,1575.623291015625,716.1101684570312,433.33001708984375,125.04399871826172,141.0239715576172,186.57049560546875,270.9110107421875,198.69398498535156,605.9500122070312,530.760009765625,217.60333251953125,81.9629135131836,49.382843017578125,53823.359375
2021-07-30,2022.1451416015625,3058.350830078125,1409.638427734375,2298.28857421875,1568.59423828125,1652.5941162109375,673.091552734375,1581.1524658203125,707.922607421875,423.4715881347656,125.51850128173828,142.86502075195312,185.9669952392578,271.4187927246094,200.16653442382812,604.5,535.97998046875,218.98333740234375,84.04095458984375,49.82790756225586,54369.76953125
