,Symbol  ,Date  ,Expiry  ,Strike Price  ,Call Price,Put Price
0,NIFTY,15-Mar-2023,16-Mar-2023,19550.0,0.9,1567.2
1,NIFTY,15-Mar-2023,16-Mar-2023,19500.0,1.2,2441.35
2,NIFTY,15-Mar-2023,16-Mar-2023,19450.0,1.15,1476.75
3,NIFTY,15-Mar-2023,16-Mar-2023,19400.0,1.15,1432.05
4,NIFTY,15-Mar-2023,16-Mar-2023,19350.0,1.15,1387.75
5,NIFTY,15-Mar-2023,16-Mar-2023,19300.0,1.25,2241.55
6,NIFTY,15-Mar-2023,16-Mar-2023,19250.0,1.25,1300.35
7,NIFTY,15-Mar-2023,16-Mar-2023,19200.0,1.3,1780.1
8,NIFTY,15-Mar-2023,16-Mar-2023,19150.0,1.35,1500.0
9,NIFTY,15-Mar-2023,16-Mar-2023,19100.0,1.35,1172.7
10,NIFTY,15-Mar-2023,16-Mar-2023,19050.0,1.35,1131.2
11,NIFTY,15-Mar-2023,16-Mar-2023,19000.0,1.4,2022.6
12,NIFTY,15-Mar-2023,16-Mar-2023,18950.0,1.25,1049.75
13,NIFTY,15-Mar-2023,16-Mar-2023,18900.0,1.25,1805.05
14,NIFTY,15-Mar-2023,16-Mar-2023,18850.0,1.3,1649.0
15,NIFTY,15-Mar-2023,16-Mar-2023,18800.0,1.25,1749.7
16,NIFTY,15-Mar-2023,16-Mar-2023,18750.0,1.35,1076.15
17,NIFTY,15-Mar-2023,16-Mar-2023,18700.0,1.25,1544.95
18,NIFTY,15-Mar-2023,16-Mar-2023,18650.0,1.4,1506.4
19,NIFTY,15-Mar-2023,16-Mar-2023,18600.0,1.5,1548.55
20,NIFTY,15-Mar-2023,16-Mar-2023,18550.0,1.45,1463.35
21,NIFTY,15-Mar-2023,16-Mar-2023,18500.0,1.5,1502.65
22,NIFTY,15-Mar-2023,16-Mar-2023,18450.0,1.45,1405.0
23,NIFTY,15-Mar-2023,16-Mar-2023,18400.0,1.55,1363.7
24,NIFTY,15-Mar-2023,16-Mar-2023,18350.0,1.55,1376.0
25,NIFTY,15-Mar-2023,16-Mar-2023,18300.0,1.6,1331.2
26,NIFTY,15-Mar-2023,16-Mar-2023,18250.0,1.45,1099.0
27,NIFTY,15-Mar-2023,16-Mar-2023,18200.0,1.45,1222.4
28,NIFTY,15-Mar-2023,16-Mar-2023,18150.0,1.55,1187.7
29,NIFTY,15-Mar-2023,16-Mar-2023,18100.0,1.6,1117.95
30,NIFTY,15-Mar-2023,16-Mar-2023,18050.0,1.55,964.85
31,NIFTY,15-Mar-2023,16-Mar-2023,18000.0,1.7,1029.7
32,NIFTY,15-Mar-2023,16-Mar-2023,17950.0,1.6,975.15
33,NIFTY,15-Mar-2023,16-Mar-2023,17900.0,1.75,920.0
34,NIFTY,15-Mar-2023,16-Mar-2023,17850.0,1.75,851.15
35,NIFTY,15-Mar-2023,16-Mar-2023,17800.0,1.85,830.0
36,NIFTY,15-Mar-2023,16-Mar-2023,17750.0,1.95,775.1
37,NIFTY,15-Mar-2023,16-Mar-2023,17700.0,2.05,726.3
38,NIFTY,15-Mar-2023,16-Mar-2023,17650.0,2.05,672.45
39,NIFTY,15-Mar-2023,16-Mar-2023,17600.0,2.2,625.4
40,NIFTY,15-Mar-2023,16-Mar-2023,17550.0,2.4,576.1
41,NIFTY,15-Mar-2023,16-Mar-2023,17500.0,2.65,527.5
42,NIFTY,15-Mar-2023,16-Mar-2023,17450.0,2.85,471.75
43,NIFTY,15-Mar-2023,16-Mar-2023,17400.0,3.2,426.35
44,NIFTY,15-Mar-2023,16-Mar-2023,17350.0,3.65,377.15
45,NIFTY,15-Mar-2023,16-Mar-2023,17300.0,4.65,324.3
46,NIFTY,15-Mar-2023,16-Mar-2023,17250.0,6.3,277.8
47,NIFTY,15-Mar-2023,16-Mar-2023,17200.0,9.4,226.85
48,NIFTY,15-Mar-2023,16-Mar-2023,17150.0,14.45,180.8
49,NIFTY,15-Mar-2023,16-Mar-2023,17100.0,23.15,137.45
50,NIFTY,15-Mar-2023,16-Mar-2023,17050.0,36.55,101.3
51,NIFTY,15-Mar-2023,16-Mar-2023,17000.0,54.75,72.25
52,NIFTY,15-Mar-2023,16-Mar-2023,16950.0,78.6,50.45
53,NIFTY,15-Mar-2023,16-Mar-2023,16900.0,112.35,33.3
54,NIFTY,15-Mar-2023,16-Mar-2023,16850.0,149.25,21.1
55,NIFTY,15-Mar-2023,16-Mar-2023,16800.0,190.4,13.3
56,NIFTY,15-Mar-2023,16-Mar-2023,16750.0,233.3,8.15
57,NIFTY,15-Mar-2023,16-Mar-2023,16700.0,281.15,5.4
58,NIFTY,15-Mar-2023,16-Mar-2023,16650.0,338.4,3.75
59,NIFTY,15-Mar-2023,16-Mar-2023,16600.0,383.9,2.9
60,NIFTY,15-Mar-2023,16-Mar-2023,16550.0,432.05,2.25
61,NIFTY,15-Mar-2023,16-Mar-2023,16500.0,477.65,1.9
62,NIFTY,15-Mar-2023,16-Mar-2023,16450.0,540.95,1.55
63,NIFTY,15-Mar-2023,16-Mar-2023,16400.0,576.55,1.25
64,NIFTY,15-Mar-2023,16-Mar-2023,16350.0,710.55,1.15
65,NIFTY,15-Mar-2023,16-Mar-2023,16300.0,696.2,0.9
66,NIFTY,15-Mar-2023,16-Mar-2023,16250.0,724.8,0.85
67,NIFTY,15-Mar-2023,16-Mar-2023,16200.0,811.25,0.8
68,NIFTY,15-Mar-2023,16-Mar-2023,16150.0,811.5,0.7
69,NIFTY,15-Mar-2023,16-Mar-2023,16100.0,971.7,0.65
70,NIFTY,15-Mar-2023,16-Mar-2023,16050.0,1009.15,0.55
71,NIFTY,15-Mar-2023,16-Mar-2023,16000.0,975.75,0.55
72,NIFTY,15-Mar-2023,16-Mar-2023,15950.0,1108.05,0.5
73,NIFTY,15-Mar-2023,16-Mar-2023,15900.0,1055.9,0.45
74,NIFTY,15-Mar-2023,16-Mar-2023,15850.0,1208.65,0.4
75,NIFTY,15-Mar-2023,16-Mar-2023,15800.0,1272.95,0.4
76,NIFTY,15-Mar-2023,16-Mar-2023,15750.0,2256.1,0.3
77,NIFTY,15-Mar-2023,16-Mar-2023,15700.0,2305.1,0.25
78,NIFTY,15-Mar-2023,16-Mar-2023,15650.0,2354.2,0.3
79,NIFTY,15-Mar-2023,16-Mar-2023,15600.0,2403.4,0.25
80,NIFTY,15-Mar-2023,16-Mar-2023,15550.0,2452.65,0.3
81,NIFTY,15-Mar-2023,23-Mar-2023,19550.0,2.3,1438.45
82,NIFTY,15-Mar-2023,23-Mar-2023,19500.0,2.45,2395.0
83,NIFTY,15-Mar-2023,23-Mar-2023,19450.0,2.5,1350.05
84,NIFTY,15-Mar-2023,23-Mar-2023,19400.0,2.4,1306.5
85,NIFTY,15-Mar-2023,23-Mar-2023,19350.0,1.9,1263.35
86,NIFTY,15-Mar-2023,23-Mar-2023,19300.0,2.4,1220.75
87,NIFTY,15-Mar-2023,23-Mar-2023,19250.0,1.5,1178.55
88,NIFTY,15-Mar-2023,23-Mar-2023,19200.0,2.5,1136.95
89,NIFTY,15-Mar-2023,23-Mar-2023,19150.0,2.2,1095.85
90,NIFTY,15-Mar-2023,23-Mar-2023,19100.0,2.55,1055.3
91,NIFTY,15-Mar-2023,23-Mar-2023,19050.0,2.35,1015.4
92,NIFTY,15-Mar-2023,23-Mar-2023,19000.0,2.5,1850.0
93,NIFTY,15-Mar-2023,23-Mar-2023,18950.0,2.95,937.4
94,NIFTY,15-Mar-2023,23-Mar-2023,18900.0,2.75,1811.0
95,NIFTY,15-Mar-2023,23-Mar-2023,18850.0,2.8,861.85
96,NIFTY,15-Mar-2023,23-Mar-2023,18800.0,2.8,1600.0
97,NIFTY,15-Mar-2023,23-Mar-2023,18750.0,2.95,789.35
98,NIFTY,15-Mar-2023,23-Mar-2023,18700.0,3.15,1530.0
99,NIFTY,15-Mar-2023,23-Mar-2023,18650.0,2.95,719.9
100,NIFTY,15-Mar-2023,23-Mar-2023,18600.0,3.15,1437.0
101,NIFTY,15-Mar-2023,23-Mar-2023,18550.0,3.3,653.65
102,NIFTY,15-Mar-2023,23-Mar-2023,18500.0,3.4,1494.85
103,NIFTY,15-Mar-2023,23-Mar-2023,18450.0,3.6,590.7
104,NIFTY,15-Mar-2023,23-Mar-2023,18400.0,3.25,1330.0
105,NIFTY,15-Mar-2023,23-Mar-2023,18350.0,3.45,838.95
106,NIFTY,15-Mar-2023,23-Mar-2023,18300.0,3.45,1215.6
107,NIFTY,15-Mar-2023,23-Mar-2023,18250.0,3.75,721.9
108,NIFTY,15-Mar-2023,23-Mar-2023,18200.0,4.05,1082.15
109,NIFTY,15-Mar-2023,23-Mar-2023,18150.0,4.1,929.85
110,NIFTY,15-Mar-2023,23-Mar-2023,18100.0,4.3,1045.0
111,NIFTY,15-Mar-2023,23-Mar-2023,18050.0,4.65,840.9
112,NIFTY,15-Mar-2023,23-Mar-2023,18000.0,4.8,1002.1
113,NIFTY,15-Mar-2023,23-Mar-2023,17950.0,4.95,897.45
114,NIFTY,15-Mar-2023,23-Mar-2023,17900.0,5.65,902.65
115,NIFTY,15-Mar-2023,23-Mar-2023,17850.0,6.2,755.05
116,NIFTY,15-Mar-2023,23-Mar-2023,17800.0,7.05,793.6
117,NIFTY,15-Mar-2023,23-Mar-2023,17750.0,7.6,753.45
118,NIFTY,15-Mar-2023,23-Mar-2023,17700.0,8.8,707.85
119,NIFTY,15-Mar-2023,23-Mar-2023,17650.0,9.95,640.65
120,NIFTY,15-Mar-2023,23-Mar-2023,17600.0,12.25,609.4
121,NIFTY,15-Mar-2023,23-Mar-2023,17550.0,14.85,564.85
122,NIFTY,15-Mar-2023,23-Mar-2023,17500.0,18.75,510.55
123,NIFTY,15-Mar-2023,23-Mar-2023,17450.0,24.05,472.15
124,NIFTY,15-Mar-2023,23-Mar-2023,17400.0,30.6,426.3
125,NIFTY,15-Mar-2023,23-Mar-2023,17350.0,39.0,380.3
126,NIFTY,15-Mar-2023,23-Mar-2023,17300.0,50.15,341.15
127,NIFTY,15-Mar-2023,23-Mar-2023,17250.0,63.55,306.9
128,NIFTY,15-Mar-2023,23-Mar-2023,17200.0,78.3,274.0
129,NIFTY,15-Mar-2023,23-Mar-2023,17150.0,96.55,244.5
130,NIFTY,15-Mar-2023,23-Mar-2023,17100.0,117.05,212.65
131,NIFTY,15-Mar-2023,23-Mar-2023,17050.0,141.45,184.45
132,NIFTY,15-Mar-2023,23-Mar-2023,17000.0,166.95,161.6
133,NIFTY,15-Mar-2023,23-Mar-2023,16950.0,193.65,142.35
134,NIFTY,15-Mar-2023,23-Mar-2023,16900.0,225.65,122.4
135,NIFTY,15-Mar-2023,23-Mar-2023,16850.0,259.85,106.15
136,NIFTY,15-Mar-2023,23-Mar-2023,16800.0,294.95,92.1
137,NIFTY,15-Mar-2023,23-Mar-2023,16750.0,331.2,79.0
138,NIFTY,15-Mar-2023,23-Mar-2023,16700.0,369.75,68.4
139,NIFTY,15-Mar-2023,23-Mar-2023,16650.0,411.75,58.05
140,NIFTY,15-Mar-2023,23-Mar-2023,16600.0,450.25,49.9
141,NIFTY,15-Mar-2023,23-Mar-2023,16550.0,483.75,43.7
142,NIFTY,15-Mar-2023,23-Mar-2023,16500.0,539.0,37.45
143,NIFTY,15-Mar-2023,23-Mar-2023,16450.0,1718.65,32.65
144,NIFTY,15-Mar-2023,23-Mar-2023,16400.0,623.1,27.35
145,NIFTY,15-Mar-2023,23-Mar-2023,16350.0,849.1,23.4
146,NIFTY,15-Mar-2023,23-Mar-2023,16300.0,1861.1,20.8
147,NIFTY,15-Mar-2023,23-Mar-2023,16250.0,969.75,18.0
148,NIFTY,15-Mar-2023,23-Mar-2023,16200.0,825.0,15.3
149,NIFTY,15-Mar-2023,23-Mar-2023,16150.0,1015.25,12.5
150,NIFTY,15-Mar-2023,23-Mar-2023,16100.0,2053.8,11.6
151,NIFTY,15-Mar-2023,23-Mar-2023,16050.0,2102.4,10.55
152,NIFTY,15-Mar-2023,23-Mar-2023,16000.0,1009.4,9.35
153,NIFTY,15-Mar-2023,23-Mar-2023,15950.0,2199.9,8.25
154,NIFTY,15-Mar-2023,23-Mar-2023,15900.0,2248.85,6.65
155,NIFTY,15-Mar-2023,23-Mar-2023,15850.0,2297.85,6.2
156,NIFTY,15-Mar-2023,23-Mar-2023,15800.0,1279.55,5.35
157,NIFTY,15-Mar-2023,23-Mar-2023,15750.0,2396.1,5.2
158,NIFTY,15-Mar-2023,23-Mar-2023,15700.0,2445.35,4.55
159,NIFTY,15-Mar-2023,23-Mar-2023,15650.0,2494.65,3.85
160,NIFTY,15-Mar-2023,23-Mar-2023,15600.0,2544.0,3.75
161,NIFTY,15-Mar-2023,23-Mar-2023,15550.0,2593.4,3.05
162,NIFTY,15-Mar-2023,29-Mar-2023,24000.0,2.5,7351.0
163,NIFTY,15-Mar-2023,29-Mar-2023,23000.0,2.25,5786.0
164,NIFTY,15-Mar-2023,29-Mar-2023,22000.0,2.6,4917.55
165,NIFTY,15-Mar-2023,29-Mar-2023,21000.0,2.75,3964.55
166,NIFTY,15-Mar-2023,29-Mar-2023,20000.0,3.25,2955.35
167,NIFTY,15-Mar-2023,29-Mar-2023,19750.0,3.05,1964.65
168,NIFTY,15-Mar-2023,29-Mar-2023,19700.0,3.2,2510.6
169,NIFTY,15-Mar-2023,29-Mar-2023,19650.0,2.3,1962.45
170,NIFTY,15-Mar-2023,29-Mar-2023,19600.0,3.85,1943.85
171,NIFTY,15-Mar-2023,29-Mar-2023,19550.0,3.3,1598.05
172,NIFTY,15-Mar-2023,29-Mar-2023,19500.0,3.85,2460.0
173,NIFTY,15-Mar-2023,29-Mar-2023,19450.0,3.1,1472.25
174,NIFTY,15-Mar-2023,29-Mar-2023,19400.0,3.7,2017.95
175,NIFTY,15-Mar-2023,29-Mar-2023,19350.0,3.15,1401.7
176,NIFTY,15-Mar-2023,29-Mar-2023,19300.0,4.25,2114.2
177,NIFTY,15-Mar-2023,29-Mar-2023,19250.0,3.0,1306.0
178,NIFTY,15-Mar-2023,29-Mar-2023,19200.0,4.05,2036.35
179,NIFTY,15-Mar-2023,29-Mar-2023,19150.0,5.05,1189.7
180,NIFTY,15-Mar-2023,29-Mar-2023,19100.0,4.35,1990.65
181,NIFTY,15-Mar-2023,29-Mar-2023,19050.0,4.5,1555.25
182,NIFTY,15-Mar-2023,29-Mar-2023,19000.0,5.55,1970.85
183,NIFTY,15-Mar-2023,29-Mar-2023,18950.0,5.35,1397.3
184,NIFTY,15-Mar-2023,29-Mar-2023,18900.0,5.45,1650.0
185,NIFTY,15-Mar-2023,29-Mar-2023,18850.0,5.55,1355.6
186,NIFTY,15-Mar-2023,29-Mar-2023,18800.0,5.35,1759.9
187,NIFTY,15-Mar-2023,29-Mar-2023,18750.0,5.9,1335.5
188,NIFTY,15-Mar-2023,29-Mar-2023,18700.0,5.8,1678.7
189,NIFTY,15-Mar-2023,29-Mar-2023,18650.0,8.5,1102.55
190,NIFTY,15-Mar-2023,29-Mar-2023,18600.0,6.3,1465.55
191,NIFTY,15-Mar-2023,29-Mar-2023,18550.0,6.25,1089.0
192,NIFTY,15-Mar-2023,29-Mar-2023,18500.0,6.4,1467.75
193,NIFTY,15-Mar-2023,29-Mar-2023,18450.0,6.3,1425.2
194,NIFTY,15-Mar-2023,29-Mar-2023,18400.0,6.7,1380.55
195,NIFTY,15-Mar-2023,29-Mar-2023,18350.0,7.05,1215.0
196,NIFTY,15-Mar-2023,29-Mar-2023,18300.0,7.25,1250.5
197,NIFTY,15-Mar-2023,29-Mar-2023,18250.0,7.9,1180.0
198,NIFTY,15-Mar-2023,29-Mar-2023,18200.0,8.45,1172.5
199,NIFTY,15-Mar-2023,29-Mar-2023,18150.0,9.0,1130.1
200,NIFTY,15-Mar-2023,29-Mar-2023,18100.0,9.6,1075.15
201,NIFTY,15-Mar-2023,29-Mar-2023,18050.0,10.2,829.5
202,NIFTY,15-Mar-2023,29-Mar-2023,18000.0,11.1,971.55
203,NIFTY,15-Mar-2023,29-Mar-2023,17950.0,11.6,862.15
204,NIFTY,15-Mar-2023,29-Mar-2023,17900.0,12.95,886.0
205,NIFTY,15-Mar-2023,29-Mar-2023,17850.0,14.3,831.45
206,NIFTY,15-Mar-2023,29-Mar-2023,17800.0,15.55,791.2
207,NIFTY,15-Mar-2023,29-Mar-2023,17750.0,18.5,744.15
208,NIFTY,15-Mar-2023,29-Mar-2023,17700.0,20.6,683.35
209,NIFTY,15-Mar-2023,29-Mar-2023,17650.0,25.2,645.8
210,NIFTY,15-Mar-2023,29-Mar-2023,17600.0,30.25,599.05
211,NIFTY,15-Mar-2023,29-Mar-2023,17550.0,36.5,555.7
212,NIFTY,15-Mar-2023,29-Mar-2023,17500.0,44.15,511.3
213,NIFTY,15-Mar-2023,29-Mar-2023,17450.0,54.0,466.15
214,NIFTY,15-Mar-2023,29-Mar-2023,17400.0,64.9,436.0
215,NIFTY,15-Mar-2023,29-Mar-2023,17350.0,77.8,398.1
216,NIFTY,15-Mar-2023,29-Mar-2023,17300.0,92.0,364.55
217,NIFTY,15-Mar-2023,29-Mar-2023,17250.0,109.85,328.45
218,NIFTY,15-Mar-2023,29-Mar-2023,17200.0,129.2,296.35
219,NIFTY,15-Mar-2023,29-Mar-2023,17150.0,152.05,268.7
220,NIFTY,15-Mar-2023,29-Mar-2023,17100.0,175.2,242.4
221,NIFTY,15-Mar-2023,29-Mar-2023,17050.0,201.85,218.3
222,NIFTY,15-Mar-2023,29-Mar-2023,17000.0,228.95,197.7
223,NIFTY,15-Mar-2023,29-Mar-2023,16950.0,258.4,178.55
224,NIFTY,15-Mar-2023,29-Mar-2023,16900.0,289.3,159.85
225,NIFTY,15-Mar-2023,29-Mar-2023,16850.0,325.6,142.95
226,NIFTY,15-Mar-2023,29-Mar-2023,16800.0,357.4,127.15
227,NIFTY,15-Mar-2023,29-Mar-2023,16750.0,392.2,114.2
228,NIFTY,15-Mar-2023,29-Mar-2023,16700.0,430.75,102.1
229,NIFTY,15-Mar-2023,29-Mar-2023,16650.0,466.9,88.3
230,NIFTY,15-Mar-2023,29-Mar-2023,16600.0,507.35,80.45
231,NIFTY,15-Mar-2023,29-Mar-2023,16550.0,549.85,71.8
232,NIFTY,15-Mar-2023,29-Mar-2023,16500.0,596.15,65.4
233,NIFTY,15-Mar-2023,29-Mar-2023,16450.0,817.85,57.7
234,NIFTY,15-Mar-2023,29-Mar-2023,16400.0,664.65,51.7
235,NIFTY,15-Mar-2023,29-Mar-2023,16350.0,845.75,45.3
236,NIFTY,15-Mar-2023,29-Mar-2023,16300.0,757.3,41.25
237,NIFTY,15-Mar-2023,29-Mar-2023,16250.0,1004.85,36.55
238,NIFTY,15-Mar-2023,29-Mar-2023,16200.0,875.0,33.55
239,NIFTY,15-Mar-2023,29-Mar-2023,16150.0,1008.0,30.9
240,NIFTY,15-Mar-2023,29-Mar-2023,16100.0,950.0,27.95
241,NIFTY,15-Mar-2023,29-Mar-2023,16050.0,1089.4,25.1
242,NIFTY,15-Mar-2023,29-Mar-2023,16000.0,1048.55,23.1
243,NIFTY,15-Mar-2023,29-Mar-2023,15950.0,1231.3,20.4
244,NIFTY,15-Mar-2023,29-Mar-2023,15900.0,1596.15,17.65
245,NIFTY,15-Mar-2023,29-Mar-2023,15850.0,2653.5,16.8
246,NIFTY,15-Mar-2023,29-Mar-2023,15800.0,1270.0,14.35
247,NIFTY,15-Mar-2023,29-Mar-2023,15750.0,2745.6,13.0
248,NIFTY,15-Mar-2023,29-Mar-2023,15700.0,1340.0,12.05
249,NIFTY,15-Mar-2023,29-Mar-2023,15650.0,2838.4,10.8
250,NIFTY,15-Mar-2023,29-Mar-2023,15600.0,2885.1,10.2
251,NIFTY,15-Mar-2023,29-Mar-2023,15550.0,2931.9,14.95
252,NIFTY,15-Mar-2023,29-Mar-2023,15000.0,2038.05,5.8
253,NIFTY,15-Mar-2023,29-Mar-2023,14000.0,3000.25,2.65
254,NIFTY,15-Mar-2023,29-Mar-2023,13000.0,4001.35,1.7
255,NIFTY,15-Mar-2023,29-Mar-2023,12000.0,6007.65,0.95
256,NIFTY,15-Mar-2023,29-Mar-2023,11000.0,6094.15,0.95
257,NIFTY,15-Mar-2023,06-Apr-2023,19250.0,6.2,1814.5
258,NIFTY,15-Mar-2023,06-Apr-2023,19200.0,5.4,1767.15
259,NIFTY,15-Mar-2023,06-Apr-2023,19150.0,5.0,1720.0
260,NIFTY,15-Mar-2023,06-Apr-2023,19100.0,6.0,1673.05
261,NIFTY,15-Mar-2023,06-Apr-2023,19050.0,6.4,1626.4
262,NIFTY,15-Mar-2023,06-Apr-2023,19000.0,6.15,1580.0
263,NIFTY,15-Mar-2023,06-Apr-2023,18950.0,5.3,1533.9
264,NIFTY,15-Mar-2023,06-Apr-2023,18900.0,7.65,1488.15
265,NIFTY,15-Mar-2023,06-Apr-2023,18850.0,5.85,1442.7
266,NIFTY,15-Mar-2023,06-Apr-2023,18800.0,6.0,1397.6
267,NIFTY,15-Mar-2023,06-Apr-2023,18750.0,8.0,1352.9
268,NIFTY,15-Mar-2023,06-Apr-2023,18700.0,60.8,1308.6
269,NIFTY,15-Mar-2023,06-Apr-2023,18650.0,66.55,1264.75
270,NIFTY,15-Mar-2023,06-Apr-2023,18600.0,72.8,1221.35
271,NIFTY,15-Mar-2023,06-Apr-2023,18550.0,12.2,1178.4
272,NIFTY,15-Mar-2023,06-Apr-2023,18500.0,10.1,1136.0
273,NIFTY,15-Mar-2023,06-Apr-2023,18450.0,10.35,1094.1
274,NIFTY,15-Mar-2023,06-Apr-2023,18400.0,10.2,1052.8
275,NIFTY,15-Mar-2023,06-Apr-2023,18350.0,111.75,1012.05
276,NIFTY,15-Mar-2023,06-Apr-2023,18300.0,121.3,971.9
277,NIFTY,15-Mar-2023,06-Apr-2023,18250.0,138.05,932.45
278,NIFTY,15-Mar-2023,06-Apr-2023,18200.0,15.1,1100.0
279,NIFTY,15-Mar-2023,06-Apr-2023,18150.0,154.55,856.2
280,NIFTY,15-Mar-2023,06-Apr-2023,18100.0,165.95,979.1
281,NIFTY,15-Mar-2023,06-Apr-2023,18050.0,16.2,781.35
282,NIFTY,15-Mar-2023,06-Apr-2023,18000.0,20.7,942.9
283,NIFTY,15-Mar-2023,06-Apr-2023,17950.0,207.35,336.95
284,NIFTY,15-Mar-2023,06-Apr-2023,17900.0,26.1,564.0
285,NIFTY,15-Mar-2023,06-Apr-2023,17850.0,27.65,232.2
286,NIFTY,15-Mar-2023,06-Apr-2023,17800.0,34.1,645.0
287,NIFTY,15-Mar-2023,06-Apr-2023,17750.0,141.65,578.7
288,NIFTY,15-Mar-2023,06-Apr-2023,17700.0,44.0,574.7
289,NIFTY,15-Mar-2023,06-Apr-2023,17650.0,51.15,510.0
290,NIFTY,15-Mar-2023,06-Apr-2023,17600.0,59.3,470.0
291,NIFTY,15-Mar-2023,06-Apr-2023,17550.0,70.1,418.35
292,NIFTY,15-Mar-2023,06-Apr-2023,17500.0,79.35,457.85
293,NIFTY,15-Mar-2023,06-Apr-2023,17450.0,98.1,382.8
294,NIFTY,15-Mar-2023,06-Apr-2023,17400.0,106.2,433.7
295,NIFTY,15-Mar-2023,06-Apr-2023,17350.0,128.75,295.0
296,NIFTY,15-Mar-2023,06-Apr-2023,17300.0,140.2,374.8
297,NIFTY,15-Mar-2023,06-Apr-2023,17250.0,163.8,305.0
298,NIFTY,15-Mar-2023,06-Apr-2023,17200.0,181.55,324.25
299,NIFTY,15-Mar-2023,06-Apr-2023,17150.0,207.7,280.05
300,NIFTY,15-Mar-2023,06-Apr-2023,17100.0,231.35,263.75
301,NIFTY,15-Mar-2023,06-Apr-2023,17050.0,263.5,208.25
302,NIFTY,15-Mar-2023,06-Apr-2023,17000.0,291.8,229.2
303,NIFTY,15-Mar-2023,06-Apr-2023,16950.0,434.3,202.2
304,NIFTY,15-Mar-2023,06-Apr-2023,16900.0,725.25,192.1
305,NIFTY,15-Mar-2023,06-Apr-2023,16850.0,760.25,170.95
306,NIFTY,15-Mar-2023,06-Apr-2023,16800.0,796.75,161.9
307,NIFTY,15-Mar-2023,06-Apr-2023,16750.0,833.55,144.95
308,NIFTY,15-Mar-2023,06-Apr-2023,16700.0,870.3,130.85
309,NIFTY,15-Mar-2023,06-Apr-2023,16650.0,908.55,92.1
310,NIFTY,15-Mar-2023,06-Apr-2023,16600.0,947.55,103.6
311,NIFTY,15-Mar-2023,06-Apr-2023,16550.0,987.3,100.1
312,NIFTY,15-Mar-2023,06-Apr-2023,16500.0,1027.7,86.75
313,NIFTY,15-Mar-2023,06-Apr-2023,16450.0,1068.8,82.3
314,NIFTY,15-Mar-2023,06-Apr-2023,16400.0,1110.55,72.85
315,NIFTY,15-Mar-2023,06-Apr-2023,16350.0,1152.9,45.0
316,NIFTY,15-Mar-2023,06-Apr-2023,16300.0,1195.8,58.0
317,NIFTY,15-Mar-2023,06-Apr-2023,16250.0,1239.25,54.15
318,NIFTY,15-Mar-2023,06-Apr-2023,16200.0,1283.25,49.3
319,NIFTY,15-Mar-2023,06-Apr-2023,16150.0,1327.7,35.9
320,NIFTY,15-Mar-2023,06-Apr-2023,16100.0,1372.65,43.65
321,NIFTY,15-Mar-2023,06-Apr-2023,16050.0,1418.0,34.3
322,NIFTY,15-Mar-2023,06-Apr-2023,16000.0,1463.75,36.8
323,NIFTY,15-Mar-2023,06-Apr-2023,15950.0,1509.9,26.9
324,NIFTY,15-Mar-2023,06-Apr-2023,15900.0,1556.35,19.15
325,NIFTY,15-Mar-2023,06-Apr-2023,15850.0,1603.15,7.75
326,NIFTY,15-Mar-2023,06-Apr-2023,15800.0,1650.25,29.0
327,NIFTY,15-Mar-2023,06-Apr-2023,15750.0,1697.6,16.0
328,NIFTY,15-Mar-2023,06-Apr-2023,15700.0,1745.25,13.95
329,NIFTY,15-Mar-2023,06-Apr-2023,15650.0,1793.05,12.15
330,NIFTY,15-Mar-2023,06-Apr-2023,15600.0,1841.1,10.55
331,NIFTY,15-Mar-2023,06-Apr-2023,15550.0,1889.35,14.0
332,NIFTY,15-Mar-2023,13-Apr-2023,19100.0,8.5,1427.05
333,NIFTY,15-Mar-2023,13-Apr-2023,19050.0,55.1,1382.25
334,NIFTY,15-Mar-2023,13-Apr-2023,19000.0,8.0,1337.85
335,NIFTY,15-Mar-2023,13-Apr-2023,18950.0,66.05,1293.9
336,NIFTY,15-Mar-2023,13-Apr-2023,18900.0,72.15,1250.35
337,NIFTY,15-Mar-2023,13-Apr-2023,18850.0,78.75,1207.3
338,NIFTY,15-Mar-2023,13-Apr-2023,18800.0,26.35,1164.75
339,NIFTY,15-Mar-2023,13-Apr-2023,18750.0,10.0,1122.7
340,NIFTY,15-Mar-2023,13-Apr-2023,18700.0,101.6,1081.2
341,NIFTY,15-Mar-2023,13-Apr-2023,18650.0,26.6,1040.25
342,NIFTY,15-Mar-2023,13-Apr-2023,18600.0,42.4,999.95
343,NIFTY,15-Mar-2023,13-Apr-2023,18550.0,129.55,960.2
344,NIFTY,15-Mar-2023,13-Apr-2023,18500.0,140.15,921.15
345,NIFTY,15-Mar-2023,13-Apr-2023,18450.0,151.45,882.8
346,NIFTY,15-Mar-2023,13-Apr-2023,18400.0,33.5,845.7
347,NIFTY,15-Mar-2023,13-Apr-2023,18350.0,17.3,808.0
348,NIFTY,15-Mar-2023,13-Apr-2023,18300.0,189.4,771.8
349,NIFTY,15-Mar-2023,13-Apr-2023,18250.0,203.65,736.4
350,NIFTY,15-Mar-2023,13-Apr-2023,18200.0,218.7,701.8
351,NIFTY,15-Mar-2023,13-Apr-2023,18150.0,234.6,668.05
352,NIFTY,15-Mar-2023,13-Apr-2023,18100.0,251.3,635.1
